"fuente","articulo","tema","subtema","texto del articulo","categorias","resumen explicativo"
"LEY 100 DE 1993",11,"Campo de aplicación del Sistema General de Pensiones","Alcance a la población y preservación de derechos adquiridos","Campo de aplicación. El Sistema General de Pensiones, con las excepciones previstas en el artículo 279 de la presente Ley, se aplicará a todos los habitantes del territorio nacional, conservando adicionalmente todos los derechos, garantías, prerrogativas, servicios y beneficios adquiridos y establecidos conforme a disposiciones normativas anteriores para quienes a la fecha de vigencia de esta Ley hayan cumplido los requisitos para acceder a una pensión o se encuentren pensionados por jubilación, vejez, invalidez, sustitución o sobrevivientes de los sectores público, oficial, semioficial, en todos sus órdenes, del Instituto de Seguros Sociales y del sector privado en general.

Para efectos de este artículo se respetarán y por tanto mantendrán su vigencia los derechos adquiridos conforme a disposiciones normativas anteriores, pacto o convención colectiva de trabajo. Lo anterior será sin perjuicio del derecho de denuncia que les asiste a las partes y de que el tribunal de arbitramento dirima las diferencias entre las partes.","campo de aplicación, sistema general de pensiones, habitantes territorio nacional, derechos adquiridos, garantías, prerrogativas, servicios y beneficios, sectores público y privado, jubilación, vejez, invalidez, sustitución, sobrevivientes, Instituto de Seguros Sociales, convenios colectivos, ley de pensiones","El Sistema General de Pensiones se aplica a todos los habitantes del territorio nacional, respetando las excepciones del artículo 279 de la Ley. Mantiene los derechos, garantías, prerrogativas, servicios y beneficios adquiridos según normativas anteriores para quienes ya cumplen los requisitos de pensión o se encuentren pensionados. Esto incluye a los sectores público, oficial, semioficial, Instituto de Seguros Sociales y sector privado, respetando también convenios colectivos y pactos laborales, sin afectar el derecho de denuncia y la resolución de diferencias por tribunales de arbitramento."
"LEY 100 DE 1993",12,"Regímenes del Sistema General de Pensiones","Tipos de regímenes solidarios","Regímenes del Sistema General de Pensiones. El Sistema General de Pensiones está compuesto por dos regímenes solidarios excluyentes pero que coexisten, a saber:

a. Régimen Solidario de Prima Media con Prestación Definida;

b. Régimen de Ahorro Individual con Solidaridad.","regímenes pensiones, sistema general de pensiones, régimen solidario, prima media, prestación definida, ahorro individual, solidaridad, coexistencia de regímenes, exclusividad de regímenes, ley de pensiones","El Sistema General de Pensiones está compuesto por dos regímenes solidarios que coexisten pero son excluyentes: el Régimen Solidario de Prima Media con Prestación Definida y el Régimen de Ahorro Individual con Solidaridad."
"LEY 100 DE 1993",13,"Características del Sistema General de Pensiones","Afiliación, elección de régimen, reconocimiento de prestaciones y control","Características del Sistema General de Pensiones. El Sistema General de Pensiones tendrá las siguientes características:

a) La afiliación es obligatoria salvo lo previsto para los trabajadores independientes;

b) La selección de uno cualquiera de los regímenes previstos por el artículo anterior es libre y voluntaria por parte del afiliado, quien para tal efecto manifestará por escrito su elección al momento de la vinculación o del traslado. El empleador o cualquier persona natural o jurídica que desconozca este derecho en cualquier forma, se hará acreedor a las sanciones de que trata el inciso 1o. del artículo 271 de la presente Ley;

c) Los afiliados tendrán derecho al reconocimiento y pago de las prestaciones y de las pensiones de invalidez, de vejez y de sobrevivientes, conforme a lo dispuesto en la presente Ley;

d) La afiliación implica la obligación de efectuar los aportes que se establecen en esta Ley;

e) Los afiliados al Sistema General de Pensiones podrán escoger el régimen de pensiones que prefieran. Una vez efectuada la selección inicial, éstos sólo podrán trasladarse de régimen por una sola vez cada 3 años, contados a partir de la selección inicial, en la forma que señale el gobierno nacional;

f) Para el reconocimiento de las pensiones y prestaciones contempladas en los dos regímenes, se tendrá en cuenta la suma de las semanas cotizadas con anterioridad a la vigencia de la presente Ley, al Instituto de Seguros Sociales o a cualquier caja, fondo o entidad del sector público o privado, o el tiempo de servicio como servidores públicos, cualquiera sea el número de semanas cotizadas o el tiempo de servicio;

g) Para el reconocimiento de las pensiones y prestaciones contempladas en los dos regímenes se tendrá en cuenta la suma de las semanas cotizadas a cualquiera de ellos;

h) En desarrollo del principio de solidaridad, los dos regímenes previstos por el artículo 12 de la presente Ley garantizan a sus afiliados el reconocimiento y pago de una pensión mínima en los términos de la presente Ley;

i) Existirá un Fondo de Solidaridad Pensional destinado a ampliar la cobertura mediante el subsidio a los grupos de población que, por sus características y condiciones socioeconómicas, no tienen acceso a los sistemas de seguridad social, tales como campesinos, indígenas, trabajadores independientes, artistas, deportistas y madres comunitarias;

j) Ningún afiliado podrá recibir simultáneamente pensiones de invalidez y de vejez;

k) Las entidades administradoras de cada uno de los regímenes del Sistema General de Pensiones estarán sujetas al control y vigilancia de la Superintendencia Bancaria.","características sistema general de pensiones, afiliación obligatoria, trabajadores independientes, elección voluntaria de régimen, reconocimiento de pensiones, pensiones de invalidez, pensiones de vejez, pensiones de sobrevivientes, aportes obligatorios, traslados de régimen, semanas cotizadas, solidaridad, pensión mínima, fondo de solidaridad pensional, cobertura poblacional, control y vigilancia, superintendencia bancaria, ley de pensiones","El Sistema General de Pensiones se caracteriza por la afiliación obligatoria, la elección libre y voluntaria del régimen por parte del afiliado, el derecho al reconocimiento y pago de pensiones y prestaciones, y la obligación de realizar aportes. Los afiliados pueden cambiar de régimen una sola vez cada tres años. Los regímenes consideran la suma de semanas cotizadas o tiempo de servicio previo, garantizan una pensión mínima bajo el principio de solidaridad y cuentan con un Fondo de Solidaridad Pensional para ampliar cobertura a poblaciones vulnerables. Ningún afiliado puede recibir simultáneamente pensiones de invalidez y vejez, y las entidades administradoras están sujetas al control de la Superintendencia Bancaria."
"LEY 100 DE 1993",14,"Reajuste de Pensiones","Mantenimiento del poder adquisitivo y ajustes anuales","Reajuste de Pensiones. Con el objeto de que las pensiones de vejez o de jubilación, de invalidez y de sustitución o sobrevivientes, en cualquiera de los dos regímenes del sistema general de pensiones, mantengan su poder adquisitivo constante, se reajustarán anualmente de oficio, el 1o. de enero de cada año, según la variación porcentual del Índice de Precios al Consumidor, certificado por el DANE para el año inmediatamente anterior. No obstante, las pensiones cuyo monto mensual sea igual al salario mínimo legal mensual vigente, serán reajustadas de oficio cada vez y con el mismo porcentaje en que se incremente dicho salario por el Gobierno.

Nota: (Artículo Declarado Exequible, mediante sentencia C-435 de 2017)","reajuste de pensiones, pensiones vejez, pensiones jubilación, pensiones invalidez, pensiones sustitución, pensiones sobrevivientes, sistema general de pensiones, índice de precios al consumidor, DANE, salario mínimo, ajustes anuales, mantenimiento poder adquisitivo, ley de pensiones, sentencia C-435 de 2017","Las pensiones de vejez, jubilación, invalidez, sustitución o sobrevivientes en los regímenes del Sistema General de Pensiones se reajustan anualmente el 1 de enero según la variación del Índice de Precios al Consumidor certificado por el DANE, para mantener su poder adquisitivo. Las pensiones igual al salario mínimo legal mensual vigente se reajustan con el mismo porcentaje en que este se incremente por el Gobierno. El artículo fue declarado exequible mediante la sentencia C-435 de 2017."
"LEY 100 DE 1993",15,"Afiliados al Sistema General de Pensiones","Afiliación obligatoria y voluntaria, afiliación vía asociaciones","Afiliados. Serán afiliados al Sistema General de Pensiones:

1. En forma obligatoria: Todas aquellas personas vinculadas mediante contrato de trabajo o como servidores públicos, salvo las excepciones previstas en esta Ley. Así mismo, los grupos de población que por sus características o condiciones socioeconómicas sean elegibles para ser beneficiarios de subsidios a través del Fondo de Solidaridad Pensional, de acuerdo con las disponibilidades presupuestales.

2. En forma voluntaria: Los trabajadores independientes y en general todas las personas naturales residentes en el país y los colombianos domiciliados en el exterior, que no tengan la calidad de afiliados obligatorios y que no se encuentren expresamente excluidos por la presente Ley. Los extranjeros que en virtud de un contrato de trabajo permanezcan en el país y no estén cubiertos por algún régimen de su país de origen o de cualquier otro.

PARÁGRAFO . Las personas a que se refiere el numeral 2 del presente artículo podrán afiliarse al régimen por intermedio de sus agremiaciones o asociaciones, de acuerdo con la reglamentación que para tal efecto se expida dentro de los 3 meses siguientes a la vigencia de esta Ley.","afiliados, sistema general de pensiones, afiliación obligatoria, afiliación voluntaria, trabajadores dependientes, servidores públicos, trabajadores independientes, residentes en el país, colombianos en el exterior, extranjeros, subsidio fondo de solidaridad pensional, condiciones socioeconómicas, exclusiones legales, asociaciones, agremiaciones, reglamentación, ley de pensiones","Serán afiliados al Sistema General de Pensiones las personas vinculadas mediante contrato de trabajo o como servidores públicos de forma obligatoria, incluyendo grupos elegibles para subsidios a través del Fondo de Solidaridad Pensional. De forma voluntaria podrán afiliarse los trabajadores independientes, personas naturales residentes en el país, colombianos domiciliados en el exterior que no sean afiliados obligatorios, y extranjeros contratados en Colombia que no estén cubiertos por algún régimen de su país de origen. Estas personas podrán afiliarse al régimen a través de sus agremiaciones o asociaciones, según la reglamentación que se expida dentro de los tres meses siguientes a la vigencia de la Ley."
"LEY 100 DE 1993",16,"Incompatibilidad de Regímenes del Sistema General de Pensiones","Restricciones en la distribución de cotizaciones y planes complementarios","Incompatibilidad de Regímenes. Ninguna persona podrá distribuir las cotizaciones obligatorias entre los dos Regímenes del Sistema General de Pensiones.

Lo dispuesto en el inciso anterior se entenderá sin perjuicio de la facultad de los afiliados para contratar o ser partícipes en planes de pensiones complementarios dentro o fuera del Sistema General de Pensiones.

PARÁGRAFO TRANSITORIO. El Gobierno Nacional reglamentará en el término de 6 meses contados a partir de la vigencia de la presente Ley, la integración y funciones de una comisión permanente de trabajadores, empleadores y pensionados, para analizar las fallas en la prestación del servicio administrativo de seguridad social, para que con un enfoque de rentabilidad social mantenga el objetivo básico de redistribución de la riqueza.","incompatibilidad de regímenes, sistema general de pensiones, cotizaciones obligatorias, planes de pensiones complementarios, afiliados, restricción de distribución, reglamentación gubernamental, comisión permanente, trabajadores, empleadores, pensionados, análisis de fallas, rentabilidad social, redistribución de la riqueza, ley de pensiones","Ninguna persona puede distribuir las cotizaciones obligatorias entre los dos regímenes del Sistema General de Pensiones. Sin embargo, los afiliados pueden participar en planes de pensiones complementarios dentro o fuera del sistema. El Gobierno Nacional reglamentará en seis meses la integración y funciones de una comisión permanente de trabajadores, empleadores y pensionados para analizar fallas en la prestación del servicio administrativo de seguridad social y mantener la redistribución de la riqueza con un enfoque de rentabilidad social."
"LEY 100 DE 1993",17,"Obligatoriedad de las Cotizaciones en el Sistema General de Pensiones","Cotizaciones obligatorias, cesación, aportes voluntarios y procedimientos de reliquidación","Obligatoriedad de las Cotizaciones. Durante la vigencia de la relación laboral deberán efectuarse cotizaciones obligatorias a los Regímenes del Sistema General de Pensiones por parte de los afiliados y empleadores, con base en el salario que aquéllos devenguen.

Salvo lo dispuesto en el artículo 64 de esta Ley, la obligación de cotizar cesa al momento en que el afiliado reúna los requisitos para acceder a la pensión mínima de vejez, o cuando el afiliado se pensione por invalidez o anticipadamente.

Lo anterior será sin perjuicio de los aportes voluntarios que decida continuar efectuando el afiliado o el empleador en el caso del régimen de ahorro individual con solidaridad.

PARÁGRAFO . La Unidad Administrativa Especial de Gestión Pensional y Contribuciones Parafiscales de la Protección Social-UGPP y la Administradora Colombiana de Pensiones COLPENSIONES, suprimirán los trámites y procedimientos de cobro de las deudas a cargo de las entidades públicas del orden nacional que formen parte del Presupuesto General de la Nación, obligadas a pagar aportes patronales al Sistema de Seguridad Social en Pensiones, originadas en reliquidaciones y ajustes pensionales derivados de fallos ejecutoriados, que hayan ordenado la inclusión de factores salariales no contemplados en el ingreso base de cotización previsto en la normatividad vigente al momento del reconocimiento de la pensión.

En todo caso las entidades de que trata esta disposición, efectuarán los respectivos reconocimientos contables y las correspondientes anotaciones en sus estados financieros. Los demás cobros que deban realizarse en materia de reliquidación pensional como consecuencia de una sentencia judicial, deberá efectuarse con base en la metodología actuarial que se establezca para el efecto por parte del Ministerio de Hacienda y Crédito Público.","obligatoriedad de cotizaciones, sistema general de pensiones, afiliados, empleadores, relación laboral, salario devengado, cesación de cotizaciones, pensión mínima de vejez, pensión por invalidez, pensión anticipada, aportes voluntarios, régimen de ahorro individual con solidaridad, UGPP, COLPENSIONES, reliquidación pensional, ajustes pensionales, deuda de entidades públicas, metodología actuarial, Ministerio de Hacienda, ley de pensiones","Durante la vigencia de la relación laboral, los afiliados y empleadores deben realizar cotizaciones obligatorias a los regímenes del Sistema General de Pensiones basadas en el salario devengado. La obligación cesa cuando el afiliado cumple los requisitos para la pensión mínima de vejez o se pensiona por invalidez o anticipadamente. Los aportes voluntarios pueden continuar realizándose, especialmente en el régimen de ahorro individual con solidaridad. La UGPP y COLPENSIONES eliminarán trámites de cobro de deudas de entidades públicas originadas por reliquidaciones y ajustes pensionales derivados de fallos ejecutoriados, efectuando los reconocimientos contables y anotaciones financieras correspondientes. Otros cobros por reliquidación pensional se harán según la metodología actuarial establecida por el Ministerio de Hacienda y Crédito Público."
"LEY 100 DE 1993",18,"Base de Cotización de los Trabajadores Dependientes","Determinación de la base de cotización y límites salariales","Base de Cotización de los trabajadores dependientes de los sectores privado y público. La base para calcular las cotizaciones a que hace referencia el artículo anterior, será el salario mensual.

El salario mensual base de cotización para los trabajadores particulares será el que resulte de aplicar lo dispuesto en el Código Sustantivo del Trabajo.

El salario mensual base de cotización para los servidores del sector público será el que se señale, de conformidad con lo dispuesto en la Ley 4 de 1992.

En ningún caso la base de cotización podrá ser inferior al monto del salario mínimo legal mensual vigente, salvo lo dispuesto para los trabajadores del servicio doméstico conforme a la Ley 11 de 1988.

Cuando se devengue mensualmente más de 20 salarios mínimos legales mensuales vigentes, la base de cotización podrá ser limitada a dicho monto por el Gobierno Nacional.

Las cotizaciones de los trabajadores cuya remuneración se pacte bajo la modalidad de salario integral, se calculará sobre el 70 % de dicho salario.

PARAGRAFO 1. En aquellos casos en los cuales el afiliado perciba salario de dos o más empleadores, las cotizaciones correspondientes serán efectuadas en forma proporcional al salario devengado de cada uno de ellos, y dichos salarios se acumularán para todos los efectos de esta Ley.

PARÁGRAFO 2. A partir de la vigencia de la presente Ley se eliminan las tablas de categorías y aportes del Instituto de Seguros Sociales y de las demás entidades de previsión y seguridad social. En consecuencia, las cotizaciones se liquidarán con base en el salario devengado por el afiliado.

PARÁGRAFO 3. Cuando el Gobierno Nacional limite la base de cotización a 20 salarios mínimos, el monto de las pensiones en el Régimen de Prima Media con Prestación Definida no podrá ser superior a dicho valor.","base de cotización, trabajadores dependientes, sector privado, sector público, salario mensual, Código Sustantivo del Trabajo, Ley 4 de 1992, salario mínimo legal, trabajadores servicio doméstico, límite base de cotización, salario integral, proporcionalidad de cotizaciones, múltiples empleadores, eliminación tablas ISS, régimen prima media, prestación definida, ley de pensiones","La base para calcular las cotizaciones de los trabajadores dependientes de los sectores privado y público será el salario mensual. Para los trabajadores particulares se aplicará lo dispuesto en el Código Sustantivo del Trabajo y para los servidores públicos según la Ley 4 de 1992. La base de cotización no puede ser inferior al salario mínimo legal, salvo excepciones como el servicio doméstico. Cuando se devenguen más de 20 salarios mínimos, la base podrá limitarse a dicho monto por el Gobierno. Las cotizaciones bajo salario integral se calculan sobre el 70 % del salario. Si el afiliado tiene varios empleadores, las cotizaciones se distribuirán proporcionalmente y los salarios se acumularán. Se eliminan las tablas de categorías y aportes del ISS y demás entidades, liquidándose las cotizaciones sobre el salario devengado. En el Régimen de Prima Media con Prestación Definida, las pensiones no podrán superar el límite de 20 salarios mínimos."
"LEY 100 DE 1993",19,"Base de Cotización de los Trabajadores Independientes","Determinación de la base de cotización y responsabilidad del afiliado","Base de Cotización de los trabajadores independientes. Los afiliados al sistema que no estén vinculados mediante contrato de trabajo o como servidores públicos, cotizarán sobre los ingresos que declaren ante la entidad a la cual se afilien, y serán responsables por la totalidad de la cotización.

Cuando se trate de personas que el Gobierno Nacional haya determinado que deban ser subsidiadas temporalmente en sus aportes, deberán cubrir la diferencia entre la totalidad del aporte y el subsidio recibido.

Los afiliados a que se refiere este artículo, podrán autorizar a quien realice a su favor pagos o abonos en cuenta, para que efectúe la retención de la cotización y haga los traslados correspondientes.

En ningún caso la base de cotización podrá ser inferior al salario mínimo legal mensual vigente.","base de cotización, trabajadores independientes, afiliados, ingresos declarados, responsabilidad total, subsidio temporal, aportes subsidiados, retención de cotización, traslados de cotización, salario mínimo legal, ley de pensiones","Los afiliados al sistema que no estén vinculados mediante contrato de trabajo ni como servidores públicos cotizarán sobre los ingresos que declaren ante la entidad a la que se afilien, siendo responsables de la totalidad de la cotización. Los afiliados subsidiados temporalmente deberán cubrir la diferencia entre el aporte total y el subsidio recibido. Podrán autorizar a terceros para retener y trasladar la cotización correspondiente. La base de cotización nunca podrá ser inferior al salario mínimo legal mensual vigente."
"LEY 100 DE 1993",20,"Monto de las Cotizaciones en el Sistema General de Pensiones","Tasas de cotización, distribución y fondos especiales","Monto de las Cotizaciones. La tasa de cotización para la pensión de vejez, será del 8% en 1994, 9% en 1995 y del 10% a partir de 1996, calculado sobre el ingreso base y se abonarán en las cuentas de ahorro pensional en el caso de los fondos de pensiones. En el caso del ISS, dichos porcentajes se utilizarán para el pago de pensiones de vejez y capitalización de reservas, mediante la constitución de un patrimonio autónomo destinado exclusivamente a dichos efectos.

Para pagar la pensión de invalidez, la pensión de sobrevivientes y los gastos de administración del sistema, incluida la prima del reaseguro con el fondo de garantías, la tasa será, tanto en el ISS como en los fondos de pensiones, del 3.5%.

Sin embargo, en la medida en que los costos de administración y las primas de los seguros se disminuyan, dichas reducciones deberán abonarse como un mayor valor en las cuentas de ahorro de los trabajadores o de las reservas en el ISS, según el caso.

La cotización total será el equivalente a la suma del porcentaje de cotización para pensión de vejez y la tasa de que trata el inciso anterior.

Los empleadores pagarán el 75 % de la cotización total y los trabajadores, el 25 % restante.

Para financiar las pensiones de invalidez y de sobrevivientes de los actuales y futuros afiliados al ISS, se podrá trasladar de las reservas de pensión de vejez a las de invalidez y sobrevivientes un monto equivalente al que se obtendría por el bono de reconocimiento de conformidad con esta Ley.

El Gobierno Nacional reglamentará el funcionamiento de las cuentas separadas en el Instituto de Seguros Sociales, de manera que en ningún caso se puedan utilizar recursos de las reservas de pensión de vejez, para gastos administrativos u otros fines distintos.

Los afiliados que tengan un ingreso mensual igual o superior a 4 salarios mínimos mensuales legales vigentes, tendrán a su cargo un aporte adicional de un punto porcentual (1%) sobre su base de cotización, destinado al Fondo de Solidaridad Pensional, previsto por los artículos 25 y siguientes de la presente Ley.

La entidad a la cual esté cotizando el afiliado deberá recaudar y trasladar al Fondo de Solidaridad Pensional, el punto porcentual adicional a que se refiere el inciso anterior, dentro de los plazos que señale el Gobierno Nacional.","monto de cotizaciones, sistema general de pensiones, pensión de vejez, pensión de invalidez, pensión de sobrevivientes, ISS, fondos de pensiones, tasas de cotización, cuentas de ahorro pensional, capitalización de reservas, administración del sistema, reaseguro, bono de reconocimiento, aportes empleadores, aportes trabajadores, ingresos altos, fondo de solidaridad pensional, reglamentación gubernamental, ley de pensiones","La tasa de cotización para la pensión de vejez será del 8 % en 1994, 9 % en 1995 y 10 % a partir de 1996, calculada sobre el ingreso base y abonada a cuentas de ahorro pensional o reservas del ISS. Para pensiones de invalidez, sobrevivientes y gastos administrativos, la tasa será del 3.5 %. Cualquier reducción en costos administrativos o seguros se abonará como mayor valor en cuentas de ahorro o reservas del ISS. La cotización total se divide en 75 % a cargo del empleador y 25 % del trabajador. Se podrán trasladar recursos de reservas de vejez a invalidez y sobrevivientes según el bono de reconocimiento, y las cuentas del ISS deben mantenerse separadas. Los afiliados con ingresos ≥ 4 salarios mínimos deberán aportar 1 % adicional al Fondo de Solidaridad Pensional, que la entidad recaudadora trasladará conforme a los plazos del Gobierno Nacional."
"LEY 100 DE 1993",21,"Ingreso Base de Liquidación de Pensiones ","Cálculo del ingreso base, actualización y opción del trabajador ","Ingreso Base de Liquidación. Se entiende por ingreso base para liquidar las pensiones previstas en esta Ley, el promedio de los salarios o rentas sobre los cuales ha cotizado el afiliado durante los 10 años anteriores al reconocimiento de la pensión, o en todo el tiempo si éste fuere inferior para el caso de las pensiones de invalidez o sobrevivencia, actualizados anualmente con base en la variación del índice de precios al consumidor, según certificación que expida el DANE.
Cuando el promedio del ingreso base, ajustado por inflación, calculado sobre los ingresos de toda la vida laboral del trabajador, resulte superior al previsto en el inciso anterior, el trabajador podrá optar por este sistema, siempre y cuando haya cotizado 1250 semanas como mínimo.
(Ver Sentencia 2015-00676 de 2020 Consejo de Estado)
","ingreso base de liquidación, pensiones, promedio salarios, rentas cotizadas, 10 años anteriores, actualización por inflación, índice de precios al consumidor, DANE, opción trabajador, 1250 semanas cotizadas, pensión invalidez, pensión sobrevivencia, sentencia 2015-00676 de 2020, Consejo de Estado, ley de pensiones ","El ingreso base para liquidar pensiones corresponde al promedio de salarios o rentas sobre los cuales ha cotizado el afiliado durante los 10 años previos al reconocimiento de la pensión, o durante toda su vida laboral si este período es inferior, actualizado anualmente según la variación del índice de precios al consumidor certificado por el DANE. Si el promedio ajustado por inflación de toda la vida laboral es superior, el trabajador puede optar por este cálculo, siempre que haya cotizado al menos 1250 semanas. Esta disposición está respaldada por la sentencia 2015-00676 de 2020 del Consejo de Estado. "
"LEY 100 DE 1993",22,"Obligaciones del Empleador en el Sistema General de Pensiones ","Pago de cotizaciones y responsabilidad frente al trabajador ","Obligaciones del Empleador. El empleador será responsable del pago de su aporte y del aporte de los trabajadores a su servicio. Para tal efecto, descontará del salario de cada afiliado, al momento de su pago, el monto de las cotizaciones obligatorias y el de las voluntarias que expresamente haya autorizado por escrito el afiliado, y trasladará estas sumas a la entidad elegida por el trabajador, junto con las correspondientes a su aporte, dentro de los plazos que para el efecto determine el Gobierno. El empleador responderá por la totalidad del aporte aun en el evento de que no hubiere efectuado el descuento al trabajador. (Ver Sentencia de la Corte T-502 de 2020) (Ver Sentencia Consejo de Estado 2017-01393 de 2020)","obligaciones del empleador, sistema general de pensiones, aporte del empleador, aporte del trabajador, cotizaciones obligatorias, cotizaciones voluntarias, descuento de salario, entidad de afiliación, plazos de pago, responsabilidad total, sentencia Corte T-502 de 2020, sentencia Consejo de Estado 2017-01393 de 2020, ley de pensiones ","El empleador es responsable del pago de su aporte y del aporte de los trabajadores a su servicio. Debe descontar del salario de cada afiliado el monto de las cotizaciones obligatorias y las voluntarias autorizadas por escrito, y trasladarlas junto con su aporte a la entidad elegida por el trabajador dentro de los plazos determinados por el Gobierno. El empleador responde por la totalidad del aporte incluso si no realizó el descuento al trabajador. Esta disposición está respaldada por la Sentencia de la Corte T-502 de 2020 y la Sentencia del Consejo de Estado 2017-01393 de 2020. "
"LEY 100 DE 1993",23,"Sanción Moratoria y Acciones de Cobro en el Sistema General de Pensiones ","Intereses por retraso, responsabilidades del sector público y cobro de aportes ","Sanción Moratoria. Los aportes que no se consignen dentro de los plazos señalados para el efecto, generarán un interés moratorio a cargo del empleador, igual al que rige para el impuesto sobre la renta y complementarios. Estos intereses se abonarán en el fondo de reparto correspondiente o en las cuentas individuales de ahorro pensional de los respectivos afiliados, según sea el caso.  Los ordenadores del gasto de las entidades del sector público que sin justa causa no dispongan la consignación oportuna de los aportes, incurrirán en causal de mala conducta, que será sancionada con arreglo al régimen disciplinario vigente.  En todas las entidades del sector público será obligatorio incluir en el presupuesto las partidas necesarias para el pago del aporte patronal a la Seguridad Social, como requisito para la presentación, trámite y estudio por parte de la autoridad correspondiente.  ARTÍCULO 24. Acciones de Cobro. Corresponde a las entidades administradoras de los diferentes regímenes adelantar las acciones de cobro con motivo del incumplimiento de las obligaciones del empleador de conformidad con la reglamentación que expida el Gobierno Nacional. Para tal efecto, la liquidación mediante la cual la administradora determine el valor adeudado, prestará mérito ejecutivo.  (Ver Sentencia de la Corte T-502 de 2020)","sanción moratoria, sistema general de pensiones, intereses moratorios, empleador, incumplimiento, fondo de reparto, cuentas individuales, afiliados, entidades sector público, mala conducta, régimen disciplinario, presupuesto seguridad social, aporte patronal, acciones de cobro, administradoras de regímenes, liquidación, mérito ejecutivo, sentencia Corte T-502 de 2020, ley de pensiones ","Los aportes que no se consignen dentro de los plazos generarán interés moratorio a cargo del empleador, equivalente al que rige para el impuesto sobre la renta, abonado al fondo de reparto o a las cuentas individuales según corresponda. Los ordenadores del gasto del sector público que no dispongan la consignación oportuna sin justa causa incurrirán en mala conducta sancionable según el régimen disciplinario. Todas las entidades públicas deben incluir en su presupuesto las partidas necesarias para el pago del aporte patronal. Las administradoras de los regímenes son responsables de las acciones de cobro frente al incumplimiento del empleador, y la liquidación que determinen prestará mérito ejecutivo. Esta disposición cuenta con respaldo de la Sentencia de la Corte T-502 de 2020. "
"LEY 100 DE 1993",24,"Acciones de Cobro en el Sistema General de Pensiones","Responsabilidad de las administradoras y mérito ejecutivo","Acciones de Cobro. Corresponde a las entidades administradoras de los diferentes regímenes adelantar las acciones de cobro con motivo del incumplimiento de las obligaciones del empleador de conformidad con la reglamentación que expida el Gobierno Nacional. Para tal efecto, la liquidación mediante la cual la administradora determine el valor adeudado, prestará mérito ejecutivo. (Ver Sentencia de la Corte T-502 de 2020)","acciones de cobro, sistema general de pensiones, incumplimiento obligaciones empleador, entidades administradoras, reglamentación gubernamental, liquidación, valor adeudado, mérito ejecutivo, sentencia Corte T-502 de 2020, ley de pensiones ","Las entidades administradoras de los diferentes regímenes son responsables de adelantar las acciones de cobro frente al incumplimiento de las obligaciones del empleador, conforme a la reglamentación emitida por el Gobierno Nacional. La liquidación que determine el valor adeudado por la administradora prestará mérito ejecutivo, permitiendo su ejecución inmediata. Esta disposición cuenta con respaldo de la Sentencia de la Corte T-502 de 2020."
